-50	150	0.01
0.265713	0.265716	0.265715
-0.977243	-0.977255	-0.977251
2.33333e+06	2.33333e+06	2.33333e+06
10000	10000	10000
4.35347e+104	4.35333e+104	4.35338e+104
0.601721	0.601721	0.601721
1.39372e+65	1.3937e+65	1.39371e+65
1.32122e+08	1.32122e+08	1.32122e+08
